// DO NOT EDIT! Generated by mimex - Mindustry Metadata Extractor
name;id;logicId;visibility;size;subclass;legacy;configurable;category;range;hasItems;acceptsItems;separateItemCapacity;itemCapacity;noSideBlend;unloadable;hasLiquids;outputsLiquid;liquidCapacity;hasPower;consumesPower;outputsPower;connectedPower;conductivePower;maxNodes;outputFacing;rotate;unitPlans;color;outlineColor;lightColor;health;solid;powerCapacity;powerStorage;configSenseable
inverted-sorter;264;49;shown;1;Sorter;false;true;distribution;0.0;false;true;false;10;false;false;false;false;10.0;false;true;false;true;false;0;true;false;;77737aff;404049ff;ffffffff;40;false;0.0;0.0;true
router;265;50;shown;1;Router;false;false;distribution;0.0;true;true;false;1;false;false;false;false;10.0;false;true;false;true;false;0;true;false;;787a88ff;404049ff;ffffffff;40;false;0.0;0.0;false
distributor;266;51;shown;2;Router;false;false;distribution;0.0;true;true;false;1;false;false;false;false;10.0;false;true;false;true;false;0;true;false;;7d7f8cff;404049ff;ffffffff;160;false;0.0;0.0;false
overflow-gate;267;52;shown;1;OverflowGate;false;false;distribution;0.0;true;true;false;0;false;false;false;false;10.0;false;true;false;true;false;0;true;false;;70727eff;404049ff;ffffffff;40;false;0.0;0.0;false
underflow-gate;268;53;shown;1;OverflowGate;false;false;distribution;0.0;true;true;false;0;false;false;false;false;10.0;false;true;false;true;false;0;true;false;;79757dff;404049ff;ffffffff;40;false;0.0;0.0;false
mass-driver;269;54;shown;3;MassDriver;false;true;distribution;55.0;true;true;false;120;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;9f9da1ff;404049ff;ffffffff;430;true;1.75;0.0;false
duct;270;55;shown;1;Duct;false;false;distribution;0.0;true;true;false;1;true;false;false;false;10.0;false;true;false;true;false;0;true;true;;757681ff;404049ff;ffffffff;90;false;0.0;0.0;false
armored-duct;271;229;shown;1;Duct;false;false;distribution;0.0;true;true;false;1;true;false;false;false;10.0;false;true;false;true;false;0;true;true;;868e9fff;404049ff;ffffffff;140;false;0.0;0.0;false
duct-router;272;56;shown;1;DuctRouter;false;true;distribution;0.0;true;true;false;1;false;false;false;false;10.0;false;true;false;true;false;0;true;true;;81838eff;404049ff;ffffffff;90;false;0.0;0.0;true
overflow-duct;273;182;shown;1;OverflowDuct;false;false;distribution;0.0;true;true;false;1;false;false;false;false;10.0;false;true;false;true;false;0;true;true;;7d7f8cff;404049ff;ffffffff;90;false;0.0;0.0;false
underflow-duct;274;244;shown;1;OverflowDuct;false;false;distribution;0.0;true;true;false;1;false;false;false;false;10.0;false;true;false;true;false;0;true;true;;85848cff;404049ff;ffffffff;90;false;0.0;0.0;false
duct-bridge;275;57;shown;1;DuctBridge;false;false;distribution;0.0;true;true;false;4;false;true;false;false;10.0;false;true;false;true;false;0;true;true;;737481ff;404049ff;ffffffff;90;true;0.0;0.0;false
duct-unloader;276;166;shown;1;DirectionalUnloader;false;true;distribution;0.0;true;true;false;0;false;false;false;false;10.0;false;true;false;true;false;0;true;true;;8c8e99ff;404049ff;ffffffff;120;false;0.0;0.0;true
surge-conveyor;277;165;shown;1;StackConveyor;false;false;distribution;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;true;0;true;true;;8c776cff;404049ff;ffffffff;130;false;0.016666668;0.0;false
surge-router;278;167;shown;1;StackRouter;false;true;distribution;0.0;true;true;false;10;false;false;false;false;10.0;true;true;false;true;true;0;true;true;;baa295ff;404049ff;ffffffff;130;false;0.05;0.0;true
unit-cargo-loader;279;193;shown;3;UnitCargoLoader;false;false;distribution;0.0;true;true;false;200;false;true;true;false;10.0;true;true;false;true;false;0;true;false;;a28d82ff;404049ff;ffffffff;630;true;0.13333334;0.0;false
unit-cargo-unload-point;280;194;shown;2;UnitCargoUnloadPoint;false;true;distribution;0.0;true;true;false;100;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;978b87ff;404049ff;ffffffff;285;true;0.0;0.0;true
mechanical-pump;281;58;shown;1;Pump;false;false;liquid;0.0;false;false;false;10;false;true;true;true;20.0;false;true;false;true;false;0;true;false;;a49da1ff;404049ff;ffffffff;40;true;0.0;0.0;false
rotary-pump;282;59;shown;2;Pump;false;false;liquid;0.0;false;false;false;10;false;true;true;true;80.0;true;true;false;true;false;0;true;false;;949cc6ff;404049ff;ffffffff;160;true;0.3;0.0;false
impulse-pump;283;176;shown;3;Pump;false;false;liquid;0.0;false;false;false;10;false;true;true;true;200.0;true;true;false;true;false;0;true;false;;8f99cfff;404049ff;ffffffff;430;true;1.3;0.0;false
conduit;284;60;shown;1;Conduit;false;false;liquid;0.0;false;false;false;10;false;true;true;true;20.0;false;true;false;true;false;0;true;true;;989da5ff;404049ff;ffffffff;45;false;0.0;0.0;false
pulse-conduit;285;61;shown;1;Conduit;false;false;liquid;0.0;false;false;false;10;false;true;true;true;40.0;false;true;false;true;false;0;true;true;;8b97c1ff;404049ff;ffffffff;90;false;0.0;0.0;false
plated-conduit;286;62;shown;1;ArmoredConduit;false;false;liquid;0.0;false;false;false;10;false;true;true;true;50.0;false;true;false;true;false;0;true;true;;8a85a7ff;404049ff;ffffffff;220;false;0.0;0.0;false
liquid-router;287;63;shown;1;LiquidRouter;false;false;liquid;0.0;false;false;false;10;false;true;true;true;120.0;false;true;false;true;false;0;true;false;;969aa7ff;404049ff;ffffffff;40;false;0.0;0.0;false
liquid-container;288;146;shown;2;LiquidRouter;false;false;liquid;0.0;false;false;false;10;false;true;true;true;700.0;false;true;false;true;false;0;true;false;;99a0c3ff;404049ff;ffffffff;160;true;0.0;0.0;false
liquid-tank;289;64;shown;3;LiquidRouter;false;false;liquid;0.0;false;false;false;10;false;true;true;true;1800.0;false;true;false;true;false;0;true;false;;969ec3ff;404049ff;ffffffff;500;true;0.0;0.0;false
liquid-junction;290;65;shown;1;LiquidJunction;false;false;liquid;0.0;false;false;false;10;false;true;true;true;10.0;false;true;false;true;false;0;true;false;;adb4beff;404049ff;ffffffff;40;false;0.0;0.0;false
bridge-conduit;291;66;shown;1;LiquidBridge;false;true;liquid;4.0;false;false;false;10;false;false;true;true;100.0;false;true;false;true;false;0;true;false;;a5aab5ff;404049ff;ffffffff;40;true;0.0;0.0;false
phase-conduit;292;67;shown;1;LiquidBridge;false;true;liquid;12.0;false;false;false;10;false;false;true;true;100.0;true;true;false;true;false;0;true;false;;939cc5ff;404049ff;ffffffff;50;true;0.3;0.0;false
reinforced-pump;293;177;shown;2;Pump;false;false;liquid;0.0;false;false;false;10;false;true;true;true;160.0;false;true;false;true;false;0;true;false;;7d8782ff;404049ff;ffffffff;380;true;0.0;0.0;false
reinforced-conduit;294;168;shown;1;ArmoredConduit;false;false;liquid;0.0;false;false;false;10;false;true;true;true;50.0;false;true;false;true;false;0;true;true;;85ab85ff;404049ff;ffffffff;250;false;0.0;0.0;false
reinforced-liquid-junction;295;156;shown;1;LiquidJunction;false;false;liquid;0.0;false;false;false;10;false;true;true;true;10.0;false;true;false;true;false;0;true;false;;8da491ff;404049ff;ffffffff;250;false;0.0;0.0;false
reinforced-bridge-conduit;296;172;shown;1;DirectionLiquidBridge;false;false;liquid;0.0;false;false;false;10;false;true;true;true;120.0;false;true;false;true;false;0;true;true;;728d79ff;404049ff;ffffffff;250;true;0.0;0.0;false
reinforced-liquid-router;297;169;shown;1;LiquidRouter;false;false;liquid;0.0;false;false;false;10;false;true;true;true;150.0;false;true;false;true;false;0;true;false;;73857bff;404049ff;ffffffff;250;false;0.0;0.0;false
reinforced-liquid-container;298;170;shown;2;LiquidRouter;false;false;liquid;0.0;false;false;false;10;false;true;true;true;1000.0;false;true;false;true;false;0;true;false;;71877eff;404049ff;ffffffff;400;true;0.0;0.0;false
reinforced-liquid-tank;299;171;shown;3;LiquidRouter;false;false;liquid;0.0;false;false;false;10;false;true;true;true;2700.0;false;true;false;true;false;0;true;false;;748280ff;404049ff;ffffffff;900;true;0.0;0.0;false
power-node;300;68;shown;1;PowerNode;false;true;power;6.0;false;false;false;10;false;true;false;false;10.0;true;false;false;true;false;10;true;false;;c4bba0ff;404049ff;ffffffff;40;true;0.0;0.0;false
power-node-large;301;69;shown;2;PowerNode;false;true;power;15.0;false;false;false;10;false;true;false;false;10.0;true;false;false;true;false;15;true;false;;c8bfa1ff;404049ff;ffffffff;160;true;0.0;0.0;false
surge-tower;302;70;shown;2;PowerNode;false;true;power;40.0;false;false;false;10;false;true;false;false;10.0;true;false;false;true;false;2;true;false;;d1b997ff;404049ff;ffffffff;200;true;0.0;0.0;false
diode;303;71;shown;1;PowerDiode;false;false;power;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;true;;a19f9eff;404049ff;ffffffff;40;true;0.0;0.0;false
battery;304;72;shown;1;Battery;false;false;power;0.0;false;false;false;10;false;true;false;false;10.0;true;true;true;true;false;0;true;false;;c8b79fff;404049ff;ffffffff;40;true;0.0;4000.0;false
battery-large;305;73;shown;3;Battery;false;false;power;0.0;false;false;false;10;false;true;false;false;10.0;true;true;true;true;false;0;true;false;;c5b29dff;404049ff;ffffffff;360;true;0.0;50000.0;false
combustion-generator;306;74;shown;1;ConsumeGenerator;false;false;power;0.0;true;true;false;10;false;true;false;false;10.0;true;false;true;true;false;0;true;false;;bda894ff;404049ff;ffffffff;40;true;0.0;0.0;false
thermal-generator;307;75;shown;2;ThermalGenerator;false;false;power;0.0;false;false;false;10;false;true;false;false;10.0;true;false;true;true;false;0;true;false;;bd9f9eff;404049ff;ffffffff;160;true;0.0;0.0;false
steam-generator;308;76;shown;2;ConsumeGenerator;false;false;power;0.0;true;true;false;10;false;true;true;false;10.0;true;false;true;true;false;0;true;false;;b7afa4ff;404049ff;ffffffff;160;true;0.0;0.0;false
differential-generator;309;77;shown;3;ConsumeGenerator;false;false;power;0.0;true;true;false;10;false;true;true;false;10.0;true;false;true;true;false;0;true;false;;c1b39fff;404049ff;ffffffff;360;true;0.0;0.0;false
rtg-generator;310;78;shown;2;ConsumeGenerator;false;false;power;0.0;true;true;false;10;false;true;false;false;10.0;true;false;true;true;false;0;true;false;;857ea1ff;404049ff;ffffffff;245;true;0.0;0.0;false
solar-panel;311;79;shown;1;SolarGenerator;false;false;power;0.0;false;false;false;10;false;true;false;false;10.0;true;false;true;true;false;0;true;false;;8c92a1ff;404049ff;ffffffff;40;true;0.0;0.0;false
solar-panel-large;312;80;shown;3;SolarGenerator;false;false;power;0.0;false;false;false;10;false;true;false;false;10.0;true;false;true;true;false;0;true;false;;808396ff;404049ff;ffffffff;450;true;0.0;0.0;false
thorium-reactor;313;81;shown;3;NuclearReactor;false;false;power;0.0;true;true;false;30;false;true;true;false;30.0;true;false;true;true;false;0;true;false;;827e9aff;404049ff;ffffffff;700;true;0.0;0.0;false
impact-reactor;314;82;shown;4;ImpactReactor;false;false;power;0.0;true;true;false;10;false;true;true;false;80.0;true;true;true;true;false;0;true;false;;b19799ff;404049ff;ffffffff;900;true;25.0;0.0;false
beam-node;315;160;shown;1;BeamNode;false;false;power;0.0;false;false;false;10;false;true;false;false;10.0;true;true;true;true;false;0;true;false;;76907eff;404049ff;ffffffff;90;true;0.0;1000.0;false
beam-tower;316;161;shown;3;BeamNode;false;false;power;0.0;false;false;false;10;false;true;false;false;10.0;true;true;true;true;false;0;true;false;;748683ff;404049ff;ffffffff;810;true;0.0;40000.0;false
beam-link;317;212;shown;3;LongPowerNode;false;true;power;500.0;false;false;false;10;false;true;false;false;10.0;true;false;false;true;false;1;true;false;;738d80ff;404049ff;ffffffff;1170;true;0.0;0.0;false
turbine-condenser;318;159;shown;3;ThermalGenerator;false;false;power;0.0;false;false;false;10;false;true;true;true;20.0;true;false;true;true;false;0;true;false;;907d81ff;404049ff;ffffffff;575;true;0.0;0.0;false
chemical-combustion-chamber;319;195;shown;3;ConsumeGenerator;false;false;power;0.0;false;false;false;10;false;true;true;false;100.0;true;false;true;true;false;0;true;false;;758782ff;404049ff;ffffffff;825;true;0.0;0.0;false
pyrolysis-generator;320;196;shown;3;ConsumeGenerator;false;false;power;0.0;false;false;false;10;false;true;true;true;150.0;true;false;true;true;false;0;true;false;;73877fff;404049ff;ffffffff;935;true;0.0;0.0;false
flux-reactor;321;248;shown;5;VariableReactor;false;false;power;0.0;false;false;false;10;false;true;true;false;30.0;true;false;true;true;false;0;true;false;;8e8581ff;404049ff;ffffffff;2850;true;0.0;0.0;false
neoplasia-reactor;322;249;shown;5;HeaterGenerator;false;false;power;0.0;true;true;false;10;false;true;true;true;80.0;true;false;true;true;false;0;true;true;;947f83ff;404049ff;ffffffff;3900;true;0.0;0.0;false
mechanical-drill;323;83;shown;2;Drill;false;false;production;0.0;true;false;false;10;false;true;true;false;5.0;false;true;false;true;false;0;true;false;;9f8e88ff;404049ff;ffffffff;160;true;0.0;0.0;false
pneumatic-drill;324;84;shown;2;Drill;false;false;production;0.0;true;false;false;10;false;true;true;false;5.0;false;true;false;true;false;0;true;false;;969ba6ff;404049ff;ffffffff;160;true;0.0;0.0;false
laser-drill;325;85;shown;3;Drill;false;false;production;0.0;true;false;false;10;false;true;true;false;5.0;true;true;false;true;false;0;true;false;;9998b2ff;404049ff;ffffffff;360;true;1.1;0.0;false
blast-drill;326;86;shown;4;Drill;false;false;production;0.0;true;false;false;20;false;true;true;false;5.0;true;true;false;true;false;0;true;false;;aa989cff;404049ff;ffffffff;765;true;3.0;0.0;false
water-extractor;327;87;shown;2;SolidPump;false;false;production;0.0;false;false;false;10;false;true;true;true;40.0;true;true;false;true;false;0;true;false;;9198b2ff;404049ff;ffffffff;160;true;1.5;0.0;false
cultivator;328;88;shown;2;AttributeCrafter;false;false;production;0.0;true;false;false;10;false;true;true;false;80.0;true;true;false;true;false;0;true;false;;9293a6ff;404049ff;ffffffff;160;true;1.3333334;0.0;false
oil-extractor;329;89;shown;3;Fracker;false;false;production;0.0;true;true;false;10;false;true;true;true;40.0;true;true;false;true;false;0;true;false;;a3aaa2ff;404049ff;ffffffff;430;true;3.0;0.0;false
vent-condenser;330;200;shown;3;AttributeCrafter;false;false;production;0.0;true;false;false;0;false;true;true;true;60.0;true;true;false;true;false;0;true;false;;6e847aff;404049ff;ffffffff;575;true;0.5;0.0;false
cliff-crusher;331;154;shown;2;WallCrafter;false;false;production;0.0;true;false;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;true;;948584ff;404049ff;ffffffff;255;true;0.18333334;0.0;false
large-cliff-crusher;332;256;shown;3;WallCrafter;false;false;production;0.0;true;true;false;20;false;true;true;false;10.0;true;true;false;true;false;0;true;true;;8a7f80ff;404049ff;ffffffff;950;true;1.0;0.0;false
plasma-bore;333;155;shown;2;BeamDrill;false;false;production;0.0;true;false;false;10;false;true;true;false;10.0;true;true;false;true;false;0;true;true;;ad8e85ff;404049ff;ffffffff;255;true;0.15;0.0;false
large-plasma-bore;334;183;shown;3;BeamDrill;false;false;production;0.0;true;false;false;20;false;true;true;false;10.0;true;true;false;true;false;0;true;true;;9f8782ff;404049ff;ffffffff;1040;true;0.8;0.0;false
impact-drill;335;163;shown;4;BurstDrill;false;false;production;0.0;true;false;false;40;false;true;true;false;5.0;true;true;false;true;false;0;true;false;;937f82ff;404049ff;ffffffff;1020;true;2.6666667;0.0;false
eruption-drill;336;208;shown;5;BurstDrill;false;false;production;0.0;true;false;false;60;false;true;true;false;5.0;true;true;false;true;false;0;true;false;;80869dff;404049ff;ffffffff;2500;true;6.0;0.0;false
core-shard;337;90;coreZoneOnly;3;CoreBlock;false;false;effect;0.0;true;true;true;4000;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;c7b6a7ff;404049ff;ffffffff;1100;true;0.0;0.0;false
core-foundation;338;91;shown;4;CoreBlock;false;false;effect;0.0;true;true;true;9000;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;cdb5a0ff;404049ff;ffffffff;3500;true;0.0;0.0;false
core-nucleus;339;92;shown;5;CoreBlock;false;false;effect;0.0;true;true;true;13000;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;d1b59dff;404049ff;ffffffff;6000;true;0.0;0.0;false
core-bastion;340;158;shown;4;CoreBlock;false;false;effect;0.0;true;true;true;2000;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a59287ff;404049ff;ffffffff;4500;true;0.0;0.0;false
core-citadel;341;173;shown;5;CoreBlock;false;false;effect;0.0;true;true;true;3000;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;b39886ff;404049ff;ffffffff;16000;true;0.0;0.0;false
core-acropolis;342;174;shown;6;CoreBlock;false;false;effect;0.0;true;true;true;4000;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;ae9686ff;404049ff;ffffffff;30000;true;0.0;0.0;false
container;343;94;shown;2;StorageBlock;false;false;effect;0.0;true;true;true;300;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;b8afacff;404049ff;ffffffff;220;true;0.0;0.0;false
vault;344;93;shown;3;StorageBlock;false;false;effect;0.0;true;true;true;1000;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;bbb1acff;404049ff;ffffffff;495;true;0.0;0.0;false
unloader;345;95;shown;1;Unloader;false;true;effect;0.0;true;true;false;0;false;false;false;false;10.0;false;true;false;true;false;0;true;false;;aaa3a4ff;404049ff;ffffffff;70;true;0.0;0.0;true
reinforced-container;346;190;shown;2;StorageBlock;false;false;effect;0.0;true;true;true;160;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;9f8f87ff;404049ff;ffffffff;480;true;0.0;0.0;false
reinforced-vault;347;191;shown;3;StorageBlock;false;false;effect;0.0;true;true;true;900;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;9a8d8bff;404049ff;ffffffff;1080;true;0.0;0.0;false
duo;348;96;shown;1;ItemTurret;false;false;turret;0.0;true;true;false;10;false;true;true;false;20.0;false;true;false;true;false;0;true;true;;908282ff;404049ff;ffffffff;250;true;0.0;0.0;false
scatter;349;97;shown;2;ItemTurret;false;false;turret;0.0;true;true;false;10;false;true;true;false;20.0;false;true;false;true;false;0;true;true;;7f818aff;404049ff;ffffffff;800;true;0.0;0.0;false
scorch;350;98;shown;1;ItemTurret;false;false;turret;0.0;true;true;false;10;false;true;true;false;20.0;false;true;false;true;false;0;true;true;;948c90ff;404049ff;ffffffff;400;true;0.0;0.0;false
hail;351;99;shown;1;ItemTurret;false;false;turret;0.0;true;true;false;10;false;true;true;false;20.0;false;true;false;true;false;0;true;true;;968c8eff;404049ff;ffffffff;260;true;0.0;0.0;false
wave;352;100;shown;2;LiquidTurret;false;false;turret;0.0;false;false;false;10;false;true;true;false;10.0;false;true;false;true;false;0;true;true;;9a949dff;404049ff;ffffffff;1000;true;0.0;0.0;false
lancer;353;101;shown;2;PowerTurret;false;false;turret;0.0;false;false;false;10;false;true;true;false;20.0;true;true;false;true;false;0;true;true;;969fc0ff;404049ff;ffffffff;1120;true;6.0;0.0;false
arc;354;102;shown;1;PowerTurret;false;false;turret;0.0;false;false;false;10;false;true;true;false;20.0;true;true;false;true;false;0;true;true;;9599adff;404049ff;ffffffff;260;true;3.3;0.0;false
parallax;355;103;shown;2;TractorBeamTurret;false;false;turret;0.0;false;false;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;a7acbcff;404049ff;ffffffff;640;true;3.3;0.0;false
swarmer;356;104;shown;2;ItemTurret;false;false;turret;0.0;true;true;false;10;false;true;true;false;20.0;false;true;false;true;false;0;true;true;;957876ff;404049ff;ffffffff;1200;true;0.0;0.0;false
salvo;357;105;shown;2;ItemTurret;false;false;turret;0.0;true;true;false;10;false;true;true;false;20.0;false;true;false;true;false;0;true;true;;9293adff;404049ff;ffffffff;960;true;0.0;0.0;false
segment;358;106;shown;2;PointDefenseTurret;false;false;turret;0.0;false;false;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;aca9b1ff;404049ff;ffffffff;1000;true;8.0;0.0;false
tsunami;359;107;shown;3;LiquidTurret;false;false;turret;0.0;false;false;false;10;false;true;true;false;40.0;false;true;false;true;false;0;true;true;;83889cff;404049ff;ffffffff;2250;true;0.0;0.0;false
fuse;360;108;shown;3;ItemTurret;false;false;turret;0.0;true;true;false;10;false;true;true;false;20.0;false;true;false;true;false;0;true;true;;7c829bff;404049ff;ffffffff;1980;true;0.0;0.0;false
ripple;361;109;shown;3;ItemTurret;false;false;turret;0.0;true;true;false;10;false;true;true;false;20.0;false;true;false;true;false;0;true;true;;8b8185ff;404049ff;ffffffff;1170;true;0.0;0.0;false
cyclone;362;110;shown;3;ItemTurret;false;false;turret;0.0;true;true;false;10;false;true;true;false;20.0;false;true;false;true;false;0;true;true;;918e8aff;404049ff;ffffffff;1305;true;0.0;0.0;false
foreshadow;363;111;shown;4;ItemTurret;false;false;turret;0.0;true;true;false;10;false;true;true;false;20.0;true;true;false;true;false;0;true;true;;898682ff;404049ff;ffffffff;2400;true;10.0;0.0;false
spectre;364;112;shown;4;ItemTurret;false;false;turret;0.0;true;true;false;10;false;true;true;false;20.0;false;true;false;true;false;0;true;true;;8d8284ff;404049ff;ffffffff;2560;true;0.0;0.0;false
meltdown;365;113;shown;4;LaserTurret;false;false;turret;0.0;false;false;false;10;false;true;true;false;20.0;true;true;false;true;false;0;true;true;;877d7fff;404049ff;ffffffff;3200;true;17.0;0.0;false
breach;366;157;shown;3;ItemTurret;false;false;turret;0.0;true;true;false;10;false;true;true;false;20.0;false;true;false;true;false;0;true;true;;657273ff;2d2f39ff;ffffffff;1620;true;0.0;0.0;false
diffuse;367;231;shown;3;ItemTurret;false;false;turret;0.0;true;true;false;10;false;true;true;false;20.0;false;true;false;true;false;0;true;true;;776c72ff;2d2f39ff;ffffffff;1890;true;0.0;0.0;false
sublimate;368;189;shown;3;ContinuousLiquidTurret;false;false;turret;0.0;false;false;false;10;false;true;true;false;50.0;false;true;false;true;false;0;true;true;;766d80ff;2d2f39ff;ffffffff;1890;true;0.0;0.0;false
titan;369;198;shown;4;ItemTurret;false;false;turret;0.0;true;true;false;10;false;true;true;false;20.0;false;true;false;true;false;0;true;true;;776e74ff;2d2f39ff;ffffffff;4000;true;0.0;0.0;false
disperse;370;216;shown;4;ItemTurret;false;false;turret;0.0;true;true;false;10;false;true;true;false;20.0;false;true;false;true;false;0;true;true;;747784ff;2d2f39ff;ffffffff;4480;true;0.0;0.0;false
afflict;371;239;shown;4;PowerTurret;false;false;turret;0.0;false;false;false;10;false;true;false;false;20.0;true;true;false;true;false;0;true;true;;797676ff;2d2f39ff;ffffffff;3520;true;5.0;0.0;false
lustre;372;241;shown;4;ContinuousTurret;false;false;turret;0.0;false;false;false;10;false;true;true;false;20.0;true;true;false;true;false;0;true;true;;727582ff;2d2f39ff;ffffffff;3360;true;3.3333333;0.0;false
scathe;373;242;shown;4;ItemTurret;false;false;turret;0.0;true;true;false;10;false;true;true;false;20.0;false;true;false;true;false;0;true;true;;7f7074ff;2d2f39ff;ffffffff;3520;true;0.0;0.0;false
smite;374;243;shown;5;ItemTurret;false;false;turret;0.0;true;true;false;10;false;true;true;false;20.0;false;true;false;true;false;0;true;true;;827776ff;2d2f39ff;ffffffff;8750;true;0.0;0.0;false
malign;375;245;shown;5;PowerTurret;false;false;turret;0.0;false;false;false;10;false;true;false;false;20.0;true;true;false;true;false;0;true;true;;807388ff;2d2f39ff;ffffffff;9250;true;40.0;0.0;false
ground-factory;376;115;shown;3;UnitFactory;false;true;units;0.0;true;true;false;60;false;true;false;false;10.0;true;true;false;true;false;0;true;true;dagger|crawler|nova;918990ff;404049ff;ffffffff;360;true;1.2;0.0;true
air-factory;377;116;shown;3;UnitFactory;false;true;units;0.0;true;true;false;60;false;true;false;false;10.0;true;true;false;true;false;0;true;true;flare|mono;829393ff;404049ff;ffffffff;360;true;1.2;0.0;true
naval-factory;378;117;shown;3;UnitFactory;false;true;units;0.0;true;true;false;70;false;true;false;false;10.0;true;true;false;true;false;0;true;true;risso|retusa;81879fff;404049ff;ffffffff;360;true;1.2;0.0;true
additive-reconstructor;379;118;shown;3;Reconstructor;false;true;units;0.0;true;true;false;80;false;true;false;false;10.0;true;true;false;true;false;0;true;true;;89888eff;404049ff;ffffffff;360;true;3.0;0.0;false
multiplicative-reconstructor;380;119;shown;5;Reconstructor;false;true;units;0.0;true;true;false;260;false;true;false;false;10.0;true;true;false;true;false;0;true;true;;888890ff;404049ff;ffffffff;1200;true;6.0;0.0;false
exponential-reconstructor;381;120;shown;7;Reconstructor;false;true;units;0.0;true;true;false;1700;false;true;true;false;60.0;true;true;false;true;false;0;true;true;;89888fff;404049ff;ffffffff;3035;true;13.0;0.0;false
tetrative-reconstructor;382;121;shown;9;Reconstructor;false;true;units;0.0;true;true;false;2000;false;true;true;false;180.0;true;true;false;true;false;0;true;true;;8a868aff;404049ff;ffffffff;5830;true;25.0;0.0;false
repair-point;383;122;shown;1;RepairTurret;false;false;units;0.0;false;false;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;7d8d8dff;404049ff;ffffffff;40;true;1.0;0.0;false
repair-turret;384;123;shown;2;RepairTurret;false;false;units;0.0;false;false;false;10;false;true;true;false;10.0;true;true;false;true;false;0;true;false;;869a96ff;404049ff;ffffffff;205;true;5.0;0.0;false
tank-fabricator;385;222;shown;3;UnitFactory;false;false;units;0.0;true;true;false;100;false;true;false;false;10.0;true;true;false;true;false;0;true;true;stell;76696eff;404049ff;ffffffff;575;true;1.5;0.0;true
ship-fabricator;386;224;shown;3;UnitFactory;false;false;units;0.0;true;true;false;140;false;true;false;false;10.0;true;true;false;true;false;0;true;true;elude;6a687dff;404049ff;ffffffff;575;true;1.5;0.0;true
mech-fabricator;387;223;shown;3;UnitFactory;false;false;units;0.0;true;true;false;140;false;true;false;false;10.0;true;true;false;true;false;0;true;true;merui;6b6f80ff;404049ff;ffffffff;860;true;1.5;0.0;true
tank-refabricator;388;235;shown;3;Reconstructor;false;true;units;0.0;true;true;false;80;false;true;true;false;10.0;true;true;false;true;false;0;true;true;;726669ff;404049ff;ffffffff;860;true;3.0;0.0;false
ship-refabricator;389;237;shown;3;Reconstructor;false;true;units;0.0;true;true;false;120;false;true;true;false;10.0;true;true;false;true;false;0;true;true;;676478ff;404049ff;ffffffff;1040;true;2.5;0.0;false
mech-refabricator;390;236;shown;3;Reconstructor;false;true;units;0.0;true;true;false;100;false;true;true;false;10.0;true;true;false;true;false;0;true;true;;686c7cff;404049ff;ffffffff;860;true;2.5;0.0;false
prime-refabricator;391;232;shown;5;Reconstructor;false;true;units;0.0;true;true;false;200;false;true;true;false;10.0;true;true;false;true;false;0;true;true;;746d6eff;404049ff;ffffffff;2500;true;4.5;0.0;false
tank-assembler;392;205;shown;5;UnitAssembler;false;false;units;0.0;true;true;false;10;false;true;true;false;10.0;true;true;false;true;false;0;true;true;;81757bff;404049ff;ffffffff;2800;true;2.5;0.0;false
ship-assembler;393;209;shown;5;UnitAssembler;false;false;units;0.0;true;true;false;10;false;true;true;false;10.0;true;true;false;true;false;0;true;true;;767389ff;404049ff;ffffffff;3600;true;2.5;0.0;false
mech-assembler;394;210;shown;5;UnitAssembler;false;false;units;0.0;true;true;false;10;false;true;true;false;10.0;true;true;false;true;false;0;true;true;;777b8cff;404049ff;ffffffff;3600;true;3.0;0.0;false
basic-assembler-module;395;233;shown;5;UnitAssemblerModule;false;false;units;0.0;false;false;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;true;;786d6aff;404049ff;ffffffff;3050;false;3.5;0.0;false
unit-repair-tower;396;230;shown;2;RepairTower;false;false;units;0.0;false;false;false;10;false;true;true;false;10.0;true;true;false;true;false;0;true;false;;728981ff;404049ff;ffffffff;285;true;1.0;0.0;false
payload-conveyor;397;124;shown;3;PayloadConveyor;false;false;units;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;true;;6d707aff;404049ff;ffffffff;360;false;0.0;0.0;false
